title,abstract,detailed_text,year,month,source_type,tech_field,trl
Neurostimulator devices using a machine learning method implementing a gaussian process optimization,"Neurostimulator devices are described comprising: a stimulation assembly connectable to a plurality of electrodes, wherein the plurality of electrodes are configured to stimulate a spinal cord; one or more sensors; and at least one processor configured to modify at least one complex stimulation pattern deliverable by the plurality of electrodes by integrating data from the one or more sensors and performing a machine learning method implementing a Gaussian Process Optimization on the at least one complex stimulation pattern. Methods of use are also described.","Neurostimulator devices are described comprising: a stimulation assembly connectable to a plurality of electrodes, wherein the plurality of electrodes are configured to stimulate a spinal cord; one or more sensors; and at least one processor configured to modify at least one complex stimulation pattern deliverable by the plurality of electrodes by integrating data from the one or more sensors and performing a machine learning method implementing a Gaussian Process Optimization on the at least one complex stimulation pattern. Methods of use are also described. Neurostimulator devices using a machine learning method implementing a gaussian process optimization",2018,4,patent,A61N1/36125,
Camera/object pose from predicted coordinates,"Camera or object pose calculation is described, for example, to relocalize a mobile camera (such as on a smart phone) in a known environment or to compute the pose of an object moving relative to a fixed camera. The pose information is useful for robotics, augmented reality, navigation and other applications. In various embodiments where camera pose is calculated, a trained machine learning system associates image elements from an image of a scene, with points in the scene&#39;s 3D world coordinate frame. In examples where the camera is fixed and the pose of an object is to be calculated, the trained machine learning system associates image elements from an image of the object with points in an object coordinate frame. In examples, the image elements may be noisy and incomplete and a pose inference engine calculates an accurate estimate of the pose.","Camera or object pose calculation is described, for example, to relocalize a mobile camera (such as on a smart phone) in a known environment or to compute the pose of an object moving relative to a fixed camera. The pose information is useful for robotics, augmented reality, navigation and other applications. In various embodiments where camera pose is calculated, a trained machine learning system associates image elements from an image of a scene, with points in the scene&#39;s 3D world coordinate frame. In examples where the camera is fixed and the pose of an object is to be calculated, the trained machine learning system associates image elements from an image of the object with points in an object coordinate frame. In examples, the image elements may be noisy and incomplete and a pose inference engine calculates an accurate estimate of the pose. Camera/object pose from predicted coordinates",2018,4,patent,G06V10/7625,
IOT automation and data collection system,A system and method for automating a deployment site served by a distributed antenna system (DAS) is disclosed. The deployment site is configured with a plurality of remote antenna units (RAU). At least one of the plurality of remote antenna units includes a first transceiver for uplinking and downlinking a signal of a cellular service and at least one second transceiver for uplinking a signal of at least one electrical element. Data from the at least one second transceiver received from an electrical element is collected and routed to an electrical element data collector configured to aggregate the collected data. Adjustments to and optimization of a device within the deployment site are based on the collected data.,A system and method for automating a deployment site served by a distributed antenna system (DAS) is disclosed. The deployment site is configured with a plurality of remote antenna units (RAU). At least one of the plurality of remote antenna units includes a first transceiver for uplinking and downlinking a signal of a cellular service and at least one second transceiver for uplinking a signal of at least one electrical element. Data from the at least one second transceiver received from an electrical element is collected and routed to an electrical element data collector configured to aggregate the collected data. Adjustments to and optimization of a device within the deployment site are based on the collected data. IOT automation and data collection system,2018,4,patent,H04B1/48,
Machine learning system for assessing heart valves and surrounding cardiovascular tracts,"A machine learning system for evaluating at least one characteristic of a heart valve, an inflow tract, an outflow tract or a combination thereof may include a training mode and a production mode. The training mode may be configured to train a computer and construct a transformation function to predict an unknown anatomical characteristic and/or an unknown physiological characteristic of a heart valve, inflow tract and/or outflow tract, using a known anatomical characteristic and/or a known physiological characteristic the heart valve, inflow tract and/or outflow tract. The production mode may be configured to use the transformation function to predict the unknown anatomical characteristic and/or the unknown physiological characteristic of the heart valve, inflow tract and/or outflow tract, based on the known anatomical characteristic and/or the known physiological characteristic of the heart valve, inflow tract and/or outflow tract.","A machine learning system for evaluating at least one characteristic of a heart valve, an inflow tract, an outflow tract or a combination thereof may include a training mode and a production mode. The training mode may be configured to train a computer and construct a transformation function to predict an unknown anatomical characteristic and/or an unknown physiological characteristic of a heart valve, inflow tract and/or outflow tract, using a known anatomical characteristic and/or a known physiological characteristic the heart valve, inflow tract and/or outflow tract. The production mode may be configured to use the transformation function to predict the unknown anatomical characteristic and/or the unknown physiological characteristic of the heart valve, inflow tract and/or outflow tract, based on the known anatomical characteristic and/or the known physiological characteristic of the heart valve, inflow tract and/or outflow tract. Machine learning system for assessing heart valves and surrounding cardiovascular tracts",2018,4,patent,A61B5/7275,
Systems and methods for VOA model generation and use,A computer implemented system and method provides a volume of activation (VOA) estimation model that receives as input two or more electric field values of a same or different data type at respective two or more positions of a neural element and determines based on such input an activation status of the neural element. A computer implemented system and method provides a machine learning system that automatically generates a computationally inexpensive VOA estimation model based on output of a computationally expensive system.,A computer implemented system and method provides a volume of activation (VOA) estimation model that receives as input two or more electric field values of a same or different data type at respective two or more positions of a neural element and determines based on such input an activation status of the neural element. A computer implemented system and method provides a machine learning system that automatically generates a computationally inexpensive VOA estimation model based on output of a computationally expensive system. Systems and methods for VOA model generation and use,2018,5,patent,G16H20/40,
Systems and methods for restoration of speech components,"A method for restoring distorted speech components of an audio signal distorted by a noise reduction or a noise cancellation includes determining distorted frequency regions and undistorted frequency regions in the audio signal. The distorted frequency regions include regions of the audio signal in which a speech distortion is present. Iterations are performed using a model to refine predictions of the audio signal at distorted frequency regions. The model is configured to modify the audio signal and may include deep neural network trained using spectral envelopes of clean or undamaged audio signals. Before each iteration, the audio signal at the undistorted frequency regions is restored to values of the audio signal prior to the first iteration; while the audio signal at distorted frequency regions is refined starting from zero at the first iteration. Iterations are ended when discrepancies of audio signal at undistorted frequency regions meet pre-defined criteria.","A method for restoring distorted speech components of an audio signal distorted by a noise reduction or a noise cancellation includes determining distorted frequency regions and undistorted frequency regions in the audio signal. The distorted frequency regions include regions of the audio signal in which a speech distortion is present. Iterations are performed using a model to refine predictions of the audio signal at distorted frequency regions. The model is configured to modify the audio signal and may include deep neural network trained using spectral envelopes of clean or undamaged audio signals. Before each iteration, the audio signal at the undistorted frequency regions is restored to values of the audio signal prior to the first iteration; while the audio signal at distorted frequency regions is refined starting from zero at the first iteration. Iterations are ended when discrepancies of audio signal at undistorted frequency regions meet pre-defined criteria. Systems and methods for restoration of speech components",2018,5,patent,G10L21/038,
Data-driven voltage regulator,"An efficient regulated power supply for a communications interface is disclosed using a data-dependent charge pump design. Data patterns known to produce increased power supply load concurrently raise power supply source current, leading to significant overall power savings for the combined communications driver and regulator over known switched and linear regulator solutions.","An efficient regulated power supply for a communications interface is disclosed using a data-dependent charge pump design. Data patterns known to produce increased power supply load concurrently raise power supply source current, leading to significant overall power savings for the combined communications driver and regulator over known switched and linear regulator solutions. Data-driven voltage regulator",2018,5,patent,H03K19/018514,
Trainable modular robotic apparatus and methods,"Apparatus and methods for a modular robotic device with artificial intelligence that is receptive to training controls. In one implementation, modular robotic device architecture may be used to provide all or most high cost components in an autonomy module that is separate from the robotic body. The autonomy module may comprise controller, power, actuators that may be connected to controllable elements of the robotic body. The controller may position limbs of the toy in a target position. A user may utilize haptic training approach in order to enable the robotic toy to perform target action(s). Modular configuration of the disclosure enables users to replace one toy body (e.g., the bear) with another (e.g., a giraffe) while using hardware provided by the autonomy module. Modular architecture may enable users to purchase a single AM for use with multiple robotic bodies, thereby reducing the overall cost of ownership.","Apparatus and methods for a modular robotic device with artificial intelligence that is receptive to training controls. In one implementation, modular robotic device architecture may be used to provide all or most high cost components in an autonomy module that is separate from the robotic body. The autonomy module may comprise controller, power, actuators that may be connected to controllable elements of the robotic body. The controller may position limbs of the toy in a target position. A user may utilize haptic training approach in order to enable the robotic toy to perform target action(s). Modular configuration of the disclosure enables users to replace one toy body (e.g., the bear) with another (e.g., a giraffe) while using hardware provided by the autonomy module. Modular architecture may enable users to purchase a single AM for use with multiple robotic bodies, thereby reducing the overall cost of ownership. Trainable modular robotic apparatus and methods",2018,6,patent,Y10T74/20311,
Microbial strain improvement by a HTP genomic engineering platform,"The present disclosure provides a HTP microbial genomic engineering platform that is computationally driven and integrates molecular biology, automation, and advanced machine learning protocols. This integrative platform utilizes a suite of HTP molecular tool sets to create HTP genetic design libraries, which are derived from, inter alia, scientific insight and iterative pattern recognition. The HTP genomic engineering platform described herein is microbial strain host agnostic and therefore can be implemented across taxa. Furthermore, the disclosed platform can be implemented to modulate or improve any microbial host parameter of interest.","The present disclosure provides a HTP microbial genomic engineering platform that is computationally driven and integrates molecular biology, automation, and advanced machine learning protocols. This integrative platform utilizes a suite of HTP molecular tool sets to create HTP genetic design libraries, which are derived from, inter alia, scientific insight and iterative pattern recognition. The HTP genomic engineering platform described herein is microbial strain host agnostic and therefore can be implemented across taxa. Furthermore, the disclosed platform can be implemented to modulate or improve any microbial host parameter of interest. Microbial strain improvement by a HTP genomic engineering platform",2018,6,patent,G16B35/10,
Parallel AI hybrid gaming system,"A parallel AI hybrid game that allows a player to play a hybrid game against an Artificially Intelligent Non-Player Character (AI NPC). In operation, the player and the AI NPC utilize different respective pseudo random or random number generators to generate respective wagering outcomes.","A parallel AI hybrid game that allows a player to play a hybrid game against an Artificially Intelligent Non-Player Character (AI NPC). In operation, the player and the AI NPC utilize different respective pseudo random or random number generators to generate respective wagering outcomes. Parallel AI hybrid gaming system",2018,6,patent,G07F17/32,
Risk assessment for industrial systems using big data,"A cloud-based risk assessment service collects industrial data from multiple relevant and connected sources for storage and analysis on a cloud platform. The service analyzes gathered data from internal and external sources and customers across different industries to identify operational trends as a function of industry type, application type, equipment in use, device configurations, and other such variables. Based on the analysis, the risk assessment service identifies risk factors inherent in a customer&#39;s particular industrial enterprise. The cloud-based system generates a risk profile for the customer that identifies the determined risks and recommends risk aversion strategies based on the customer&#39;s specific profile, compared to industry standards, product information, internal business expectations, external regulatory bodies, and/or past performance. Risk profiles are tailored for both plant-level users and business-level users to provide intelligent strategies to improve performance and prevent avoidable losses.","A cloud-based risk assessment service collects industrial data from multiple relevant and connected sources for storage and analysis on a cloud platform. The service analyzes gathered data from internal and external sources and customers across different industries to identify operational trends as a function of industry type, application type, equipment in use, device configurations, and other such variables. Based on the analysis, the risk assessment service identifies risk factors inherent in a customer&#39;s particular industrial enterprise. The cloud-based system generates a risk profile for the customer that identifies the determined risks and recommends risk aversion strategies based on the customer&#39;s specific profile, compared to industry standards, product information, internal business expectations, external regulatory bodies, and/or past performance. Risk profiles are tailored for both plant-level users and business-level users to provide intelligent strategies to improve performance and prevent avoidable losses. Risk assessment for industrial systems using big data",2018,7,patent,H04L41/0896,
Collecting and delivering data to a big data machine in a process control system,"A device supporting big data in a process plant includes an interface to a communications network, a cache configured to store data observed by the device, and a multi-processing element processor to cause the data to be cached and transmitted (e.g., streamed) for historization at a unitary, logical centralized data storage area. The data storage area stores multiple types of process control or plant data using a common format. The device time-stamps the cached data, and, in some cases, all data that is generated or created by or received at the device may be cached and/or streamed. The device may be a field device, a controller, an input/output device, a network management device, a user interface device, or a historian device, and the device may be a node of a network supporting big data in the process plant. Multiple devices in the network may support layered or leveled caching of data.","A device supporting big data in a process plant includes an interface to a communications network, a cache configured to store data observed by the device, and a multi-processing element processor to cause the data to be cached and transmitted (e.g., streamed) for historization at a unitary, logical centralized data storage area. The data storage area stores multiple types of process control or plant data using a common format. The device time-stamps the cached data, and, in some cases, all data that is generated or created by or received at the device may be cached and/or streamed. The device may be a field device, a controller, an input/output device, a network management device, a user interface device, or a historian device, and the device may be a node of a network supporting big data in the process plant. Multiple devices in the network may support layered or leveled caching of data. Collecting and delivering data to a big data machine in a process control system",2018,7,patent,G05B2219/31324,
Applying neural network language models to weighted finite state transducers for automatic speech recognition,"[{'text': 'Systems and processes for converting speech-to-text are provided. In one example process, speech input can be received. A sequence of states and arcs of a weighted finite state transducer (WFST) can be traversed. A negating finite state transducer (FST) can be traversed. A virtual FST can be composed using a neural network language model and based on the sequence of states and arcs of the WFST. The one or more virtual states of the virtual FST can be traversed to determine a probability of a candidate word given one or more history candidate words. Text corresponding to the speech input can be determined based on the probability of the candidate word given the one or more history candidate words. An output can be provided based on the text corresponding to the speech input.', 'language': 'en', 'truncated': False}
 {'text': 'Systems and processes for converting speech-to-text are provided. In one example process, speech input can be received. A sequence of states and arcs of a weighted finite state transducer (WFST) can be traversed. A negating finite state transducer (FST) can be traversed. A virtual FST can be composed using a neural network language model and based on the sequence of states and arcs of the WFST. The one or more virtual states of the virtual FST can be traversed to determine a probability of a candidate word given one or more history candidate words. Text corresponding to the speech input can be determined based on the probability of the candidate word given the one or more history candidate words. An output can be provided based on the text corresponding to the speech input.', 'language': 'en', 'truncated': False}]","[{'text': 'Systems and processes for converting speech-to-text are provided. In one example process, speech input can be received. A sequence of states and arcs of a weighted finite state transducer (WFST) can be traversed. A negating finite state transducer (FST) can be traversed. A virtual FST can be composed using a neural network language model and based on the sequence of states and arcs of the WFST. The one or more virtual states of the virtual FST can be traversed to determine a probability of a candidate word given one or more history candidate words. Text corresponding to the speech input can be determined based on the probability of the candidate word given the one or more history candidate words. An output can be provided based on the text corresponding to the speech input.', 'language': 'en', 'truncated': False}
 {'text': 'Systems and processes for converting speech-to-text are provided. In one example process, speech input can be received. A sequence of states and arcs of a weighted finite state transducer (WFST) can be traversed. A negating finite state transducer (FST) can be traversed. A virtual FST can be composed using a neural network language model and based on the sequence of states and arcs of the WFST. The one or more virtual states of the virtual FST can be traversed to determine a probability of a candidate word given one or more history candidate words. Text corresponding to the speech input can be determined based on the probability of the candidate word given the one or more history candidate words. An output can be provided based on the text corresponding to the speech input.', 'language': 'en', 'truncated': False}] Applying neural network language models to weighted finite state transducers for automatic speech recognition",2018,8,patent,G10L15/16,
Microbial strain improvement by a HTP genomic engineering platform,"[{'text': 'The present disclosure provides a HTP microbial genomic engineering platform that is computationally driven and integrates molecular biology, automation, and advanced machine learning protocols. This integrative platform utilizes a suite of HTP molecular tool sets to create HTP genetic design libraries, which are derived from, inter alia, scientific insight and iterative pattern recognition. The HTP genomic engineering platform described herein is microbial strain host agnostic and therefore can be implemented across taxa. Furthermore, the disclosed platform can be implemented to modulate or improve any microbial host parameter of interest.', 'language': 'en', 'truncated': False}
 {'text': 'The present disclosure provides a HTP microbial genomic engineering platform that is computationally driven and integrates molecular biology, automation, and advanced machine learning protocols. This integrative platform utilizes a suite of HTP molecular tool sets to create HTP genetic design libraries, which are derived from, inter alia, scientific insight and iterative pattern recognition. The HTP genomic engineering platform described herein is microbial strain host agnostic and therefore can be implemented across taxa. Furthermore, the disclosed platform can be implemented to modulate or improve any microbial host parameter of interest.', 'language': 'en', 'truncated': False}]","[{'text': 'The present disclosure provides a HTP microbial genomic engineering platform that is computationally driven and integrates molecular biology, automation, and advanced machine learning protocols. This integrative platform utilizes a suite of HTP molecular tool sets to create HTP genetic design libraries, which are derived from, inter alia, scientific insight and iterative pattern recognition. The HTP genomic engineering platform described herein is microbial strain host agnostic and therefore can be implemented across taxa. Furthermore, the disclosed platform can be implemented to modulate or improve any microbial host parameter of interest.', 'language': 'en', 'truncated': False}
 {'text': 'The present disclosure provides a HTP microbial genomic engineering platform that is computationally driven and integrates molecular biology, automation, and advanced machine learning protocols. This integrative platform utilizes a suite of HTP molecular tool sets to create HTP genetic design libraries, which are derived from, inter alia, scientific insight and iterative pattern recognition. The HTP genomic engineering platform described herein is microbial strain host agnostic and therefore can be implemented across taxa. Furthermore, the disclosed platform can be implemented to modulate or improve any microbial host parameter of interest.', 'language': 'en', 'truncated': False}] Microbial strain improvement by a HTP genomic engineering platform",2018,8,patent,G16B35/10,
Natural language user interface for computer-aided design systems,"[{'text': 'A natural language user interface for computer-aided design systems (CAD) comprises a natural language command module including a parser, language database and a CAD model analyzer, and a natural language server module including a second, increased capability parser, a second, preferably larger language database and a CAD context database. The CAD model analyzer analyzes and retrieves associated CAD model information related to a parsed voice command and the CAD context database provides specific CAD related contextual information to facilitate parsing and interpreting CAD specific commands. The natural language server program module may also include an artificial intelligence based query generator and communicate through a network or cloud with resource providers such as third-party market places or suppliers to generate queries for retrieval of third party supplied information necessary to respond to or execute CAD specific voice commands. The natural language user interface may query a user for missing information.', 'language': 'en', 'truncated': False}
 {'text': 'A natural language user interface for computer-aided design systems (CAD) comprises a natural language command module including a parser, language database and a CAD model analyzer, and a natural language server module including a second, increased capability parser, a second, preferably larger language database and a CAD context database. The CAD model analyzer analyzes and retrieves associated CAD model information related to a parsed voice command and the CAD context database provides specific CAD related contextual information to facilitate parsing and interpreting CAD specific commands. The natural language server program module may also include an artificial intelligence based query generator and communicate through a network or cloud with resource providers such as third-party market places or suppliers to generate queries for retrieval of third party supplied information necessary to respond to or execute CAD specific voice commands. The natural language user interface may query a user for missing information.', 'language': 'en', 'truncated': False}]","[{'text': 'A natural language user interface for computer-aided design systems (CAD) comprises a natural language command module including a parser, language database and a CAD model analyzer, and a natural language server module including a second, increased capability parser, a second, preferably larger language database and a CAD context database. The CAD model analyzer analyzes and retrieves associated CAD model information related to a parsed voice command and the CAD context database provides specific CAD related contextual information to facilitate parsing and interpreting CAD specific commands. The natural language server program module may also include an artificial intelligence based query generator and communicate through a network or cloud with resource providers such as third-party market places or suppliers to generate queries for retrieval of third party supplied information necessary to respond to or execute CAD specific voice commands. The natural language user interface may query a user for missing information.', 'language': 'en', 'truncated': False}
 {'text': 'A natural language user interface for computer-aided design systems (CAD) comprises a natural language command module including a parser, language database and a CAD model analyzer, and a natural language server module including a second, increased capability parser, a second, preferably larger language database and a CAD context database. The CAD model analyzer analyzes and retrieves associated CAD model information related to a parsed voice command and the CAD context database provides specific CAD related contextual information to facilitate parsing and interpreting CAD specific commands. The natural language server program module may also include an artificial intelligence based query generator and communicate through a network or cloud with resource providers such as third-party market places or suppliers to generate queries for retrieval of third party supplied information necessary to respond to or execute CAD specific voice commands. The natural language user interface may query a user for missing information.', 'language': 'en', 'truncated': False}] Natural language user interface for computer-aided design systems",2018,9,patent,G10L15/00,
System for adaptation of multiple digital signatures in a distributed network,"[{'text': 'The present invention provides for managing communication of data from Internet-connected devices, such as those devices within an IoT environment. Specifically, the invention provides automated determination of which devices are communicating to which third-party entities and, in some embodiments, the type of data being communicated to such third-party entities. Once such information is known, the third-party entity can be automatically placed into a designated third-party category, which defines the type of data that the third-party entity is authorized to receive. In addition, a user can manage the communications from such devices by selecting to prohibit (i.e., block) or limit, based on data type, which data is communicated to which third-party entities. Additionally, the identity of the third-party entities can be authenticated/verified, such that if the third-party entity cannot be verified, communication of data to that entity is blocked or limited.', 'language': 'en', 'truncated': False}
 {'text': 'The present invention provides for managing communication of data from Internet-connected devices, such as those devices within an IoT environment. Specifically, the invention provides automated determination of which devices are communicating to which third-party entities and, in some embodiments, the type of data being communicated to such third-party entities. Once such information is known, the third-party entity can be automatically placed into a designated third-party category, which defines the type of data that the third-party entity is authorized to receive. In addition, a user can manage the communications from such devices by selecting to prohibit (i.e., block) or limit, based on data type, which data is communicated to which third-party entities. Additionally, the identity of the third-party entities can be authenticated/verified, such that if the third-party entity cannot be verified, communication of data to that entity is blocked or limited.', 'language': 'en', 'truncated': False}]","[{'text': 'The present invention provides for managing communication of data from Internet-connected devices, such as those devices within an IoT environment. Specifically, the invention provides automated determination of which devices are communicating to which third-party entities and, in some embodiments, the type of data being communicated to such third-party entities. Once such information is known, the third-party entity can be automatically placed into a designated third-party category, which defines the type of data that the third-party entity is authorized to receive. In addition, a user can manage the communications from such devices by selecting to prohibit (i.e., block) or limit, based on data type, which data is communicated to which third-party entities. Additionally, the identity of the third-party entities can be authenticated/verified, such that if the third-party entity cannot be verified, communication of data to that entity is blocked or limited.', 'language': 'en', 'truncated': False}
 {'text': 'The present invention provides for managing communication of data from Internet-connected devices, such as those devices within an IoT environment. Specifically, the invention provides automated determination of which devices are communicating to which third-party entities and, in some embodiments, the type of data being communicated to such third-party entities. Once such information is known, the third-party entity can be automatically placed into a designated third-party category, which defines the type of data that the third-party entity is authorized to receive. In addition, a user can manage the communications from such devices by selecting to prohibit (i.e., block) or limit, based on data type, which data is communicated to which third-party entities. Additionally, the identity of the third-party entities can be authenticated/verified, such that if the third-party entity cannot be verified, communication of data to that entity is blocked or limited.', 'language': 'en', 'truncated': False}] System for adaptation of multiple digital signatures in a distributed network",2018,9,patent,H04W12/02,
Extracting features from a NoC for machine learning construction,"[{'text': 'The present disclosure is directed to extracting features from a NoC for machine learning construction. Example implementations include a method for generating a Network on Chip (NoC), wherein the method can extract at least one feature from a NoC specification to derive at least one of: grid features, traffic features and topological features associated with the NoC. The method can perform a process on the at least one of the grid features, the traffic features and the topological features associated with the NoC to determine at least one of an evaluation of at least one mapping strategy selected from a plurality of mapping strategies of the NoC based on a quality metric, and the selection of the at least one mapping strategy is based on the quality metric. The method can further perform generate the NoC based on the process.', 'language': 'en', 'truncated': False}
 {'text': 'The present disclosure is directed to extracting features from a NoC for machine learning construction. Example implementations include a method for generating a Network on Chip (NoC), wherein the method can extract at least one feature from a NoC specification to derive at least one of: grid features, traffic features and topological features associated with the NoC. The method can perform a process on the at least one of the grid features, the traffic features and the topological features associated with the NoC to determine at least one of an evaluation of at least one mapping strategy selected from a plurality of mapping strategies of the NoC based on a quality metric, and the selection of the at least one mapping strategy is based on the quality metric. The method can further perform generate the NoC based on the process.', 'language': 'en', 'truncated': False}]","[{'text': 'The present disclosure is directed to extracting features from a NoC for machine learning construction. Example implementations include a method for generating a Network on Chip (NoC), wherein the method can extract at least one feature from a NoC specification to derive at least one of: grid features, traffic features and topological features associated with the NoC. The method can perform a process on the at least one of the grid features, the traffic features and the topological features associated with the NoC to determine at least one of an evaluation of at least one mapping strategy selected from a plurality of mapping strategies of the NoC based on a quality metric, and the selection of the at least one mapping strategy is based on the quality metric. The method can further perform generate the NoC based on the process.', 'language': 'en', 'truncated': False}
 {'text': 'The present disclosure is directed to extracting features from a NoC for machine learning construction. Example implementations include a method for generating a Network on Chip (NoC), wherein the method can extract at least one feature from a NoC specification to derive at least one of: grid features, traffic features and topological features associated with the NoC. The method can perform a process on the at least one of the grid features, the traffic features and the topological features associated with the NoC to determine at least one of an evaluation of at least one mapping strategy selected from a plurality of mapping strategies of the NoC based on a quality metric, and the selection of the at least one mapping strategy is based on the quality metric. The method can further perform generate the NoC based on the process.', 'language': 'en', 'truncated': False}] Extracting features from a NoC for machine learning construction",2018,9,patent,H04L49/102,
Methods and systems for machine—learning based simulation of flow,"[{'text': 'There is provided a method for modeling a hydrocarbon reservoir that includes generating a reservoir model that has a plurality of sub regions. A solution surrogate is obtained for a sub region by searching a database of existing solution surrogates to obtain an approximate solution surrogate based on a comparison of physical, geometrical, or numerical parameters of the sub region with physical, geometrical, or numerical parameters associated with the existing surrogate solutions in the database. If an approximate solution surrogate does not exist in the database, the sub region is simulated using a training simulation to obtain a set of training parameters comprising state variables and boundary conditions of the sub region. A machine learning algorithm is used to obtain a new solution surrogate based on the set of training parameters. The hydrocarbon reservoir can be simulated using the solution surrogate obtained for the at least one sub region.', 'language': 'en', 'truncated': False}
 {'text': 'There is provided a method for modeling a hydrocarbon reservoir that includes generating a reservoir model that has a plurality of sub regions. A solution surrogate is obtained for a sub region by searching a database of existing solution surrogates to obtain an approximate solution surrogate based on a comparison of physical, geometrical, or numerical parameters of the sub region with physical, geometrical, or numerical parameters associated with the existing surrogate solutions in the database. If an approximate solution surrogate does not exist in the database, the sub region is simulated using a training simulation to obtain a set of training parameters comprising state variables and boundary conditions of the sub region. A machine learning algorithm is used to obtain a new solution surrogate based on the set of training parameters. The hydrocarbon reservoir can be simulated using the solution surrogate obtained for the at least one sub region.', 'language': 'en', 'truncated': False}]","[{'text': 'There is provided a method for modeling a hydrocarbon reservoir that includes generating a reservoir model that has a plurality of sub regions. A solution surrogate is obtained for a sub region by searching a database of existing solution surrogates to obtain an approximate solution surrogate based on a comparison of physical, geometrical, or numerical parameters of the sub region with physical, geometrical, or numerical parameters associated with the existing surrogate solutions in the database. If an approximate solution surrogate does not exist in the database, the sub region is simulated using a training simulation to obtain a set of training parameters comprising state variables and boundary conditions of the sub region. A machine learning algorithm is used to obtain a new solution surrogate based on the set of training parameters. The hydrocarbon reservoir can be simulated using the solution surrogate obtained for the at least one sub region.', 'language': 'en', 'truncated': False}
 {'text': 'There is provided a method for modeling a hydrocarbon reservoir that includes generating a reservoir model that has a plurality of sub regions. A solution surrogate is obtained for a sub region by searching a database of existing solution surrogates to obtain an approximate solution surrogate based on a comparison of physical, geometrical, or numerical parameters of the sub region with physical, geometrical, or numerical parameters associated with the existing surrogate solutions in the database. If an approximate solution surrogate does not exist in the database, the sub region is simulated using a training simulation to obtain a set of training parameters comprising state variables and boundary conditions of the sub region. A machine learning algorithm is used to obtain a new solution surrogate based on the set of training parameters. The hydrocarbon reservoir can be simulated using the solution surrogate obtained for the at least one sub region.', 'language': 'en', 'truncated': False}] Methods and systems for machine—learning based simulation of flow",2018,10,patent,G06N3/042,
Pairing fonts for presentation,"[{'text': 'A system includes a computing device that includes a memory configured to store instructions. The system also includes a processor to execute the instructions to perform operations that include attaining data representing features of a font capable of representing one or more glyphs. Operations also include determining a rating for pairing the font and at least one other font using machine learning, the features of the font, and one or more rules included in a set of rules.', 'language': 'en', 'truncated': False}
 {'text': 'A system includes a computing device that includes a memory configured to store instructions. The system also includes a processor to execute the instructions to perform operations that include attaining data representing features of a font capable of representing one or more glyphs. Operations also include determining a rating for pairing the font and at least one other font using machine learning, the features of the font, and one or more rules included in a set of rules.', 'language': 'en', 'truncated': False}]","[{'text': 'A system includes a computing device that includes a memory configured to store instructions. The system also includes a processor to execute the instructions to perform operations that include attaining data representing features of a font capable of representing one or more glyphs. Operations also include determining a rating for pairing the font and at least one other font using machine learning, the features of the font, and one or more rules included in a set of rules.', 'language': 'en', 'truncated': False}
 {'text': 'A system includes a computing device that includes a memory configured to store instructions. The system also includes a processor to execute the instructions to perform operations that include attaining data representing features of a font capable of representing one or more glyphs. Operations also include determining a rating for pairing the font and at least one other font using machine learning, the features of the font, and one or more rules included in a set of rules.', 'language': 'en', 'truncated': False}] Pairing fonts for presentation",2018,10,patent,G06N20/00,
Malicious software detection in a computing system,"[{'text': 'A computer system identifies malicious Uniform Resource Locator (URL) data items from a plurality of unscreened data items that have not been previously identified as associated with malicious URLs. The system can execute a number of pre-filters to identify a subset of URLs in the plurality of data items that are likely to be malicious. A scoring processor can score the subset of URLs based on a plurality of input vectors using a suitable machine learning model. Optionally, the system can execute one or more post-filters on the score data to identify data items of interest. Such data items can be fed back into the system to improve machine learning or can be used to provide a notification that a particular resource within a local network is infected with malicious software.', 'language': 'en', 'truncated': False}
 {'text': 'A computer system identifies malicious Uniform Resource Locator (URL) data items from a plurality of unscreened data items that have not been previously identified as associated with malicious URLs. The system can execute a number of pre-filters to identify a subset of URLs in the plurality of data items that are likely to be malicious. A scoring processor can score the subset of URLs based on a plurality of input vectors using a suitable machine learning model. Optionally, the system can execute one or more post-filters on the score data to identify data items of interest. Such data items can be fed back into the system to improve machine learning or can be used to provide a notification that a particular resource within a local network is infected with malicious software.', 'language': 'en', 'truncated': False}]","[{'text': 'A computer system identifies malicious Uniform Resource Locator (URL) data items from a plurality of unscreened data items that have not been previously identified as associated with malicious URLs. The system can execute a number of pre-filters to identify a subset of URLs in the plurality of data items that are likely to be malicious. A scoring processor can score the subset of URLs based on a plurality of input vectors using a suitable machine learning model. Optionally, the system can execute one or more post-filters on the score data to identify data items of interest. Such data items can be fed back into the system to improve machine learning or can be used to provide a notification that a particular resource within a local network is infected with malicious software.', 'language': 'en', 'truncated': False}
 {'text': 'A computer system identifies malicious Uniform Resource Locator (URL) data items from a plurality of unscreened data items that have not been previously identified as associated with malicious URLs. The system can execute a number of pre-filters to identify a subset of URLs in the plurality of data items that are likely to be malicious. A scoring processor can score the subset of URLs based on a plurality of input vectors using a suitable machine learning model. Optionally, the system can execute one or more post-filters on the score data to identify data items of interest. Such data items can be fed back into the system to improve machine learning or can be used to provide a notification that a particular resource within a local network is infected with malicious software.', 'language': 'en', 'truncated': False}] Malicious software detection in a computing system",2018,11,patent,H04L63/1408,
