title,abstract,detailed_text,year,month,source_type,tech_field,trl
Prediction of Brain Stroke Severity Using Machine Learning,"In recent years strokes are one of the leading causes death by affecting central nervous system. Among different types strokes, ischemic and hemorrhagic majorly damages According to World Health Organization (WHO), globally 3% population affected subarachnoid hemorrhage, 10% with intracerebral majority 87% stroke. this research work, Machine Learning techniques applied in identifying, classifying, predicting stroke from medical information. The existing is limited risk factors pertained various strokes. To address limitation a Stroke Prediction (SPN) algorithm proposed using improvised random forest analyzing levels risks obtained within This Predictor (SPR) model machine learning improved prediction accuracy 96.97% when compared models.","In recent years strokes are one of the leading causes death by affecting central nervous system. Among different types strokes, ischemic and hemorrhagic majorly damages According to World Health Organization (WHO), globally 3% population affected subarachnoid hemorrhage, 10% with intracerebral majority 87% stroke. this research work, Machine Learning techniques applied in identifying, classifying, predicting stroke from medical information. The existing is limited risk factors pertained various strokes. To address limitation a Stroke Prediction (SPN) algorithm proposed using improvised random forest analyzing levels risks obtained within This Predictor (SPR) model machine learning improved prediction accuracy 96.97% when compared models. Prediction of Brain Stroke Severity Using Machine Learning",2020,12,paper,Stroke (engine),NaN
Algorithm-Based Fault Tolerance for Convolutional Neural Networks,"Convolutional neural networks (CNNs) are becoming more and important for\nsolving challenging critical problems in many fields. CNN inference\napplications have been deployed safety-critical systems, which may suffer\nfrom soft errors caused by high-energy particles, high temperature, or abnormal\nvoltage. Of importance is ensuring the stability of inference\nprocess against errors. Traditional fault tolerance methods not\nsuitable for inference because error-correcting code unable to protect\ncomputational components, instruction duplication techniques incur high\noverhead, existing algorithm-based (ABFT) cannot\nprotect all convolution implementations. In this paper, we focus on how to\nprotect process as efficiently as\npossible, with following three contributions. (1) We propose several\nsystematic ABFT schemes based checksum analyze their fault\nprotection ability runtime thoroughly.Unlike traditional on\nmatrix-matrix multiplication, our support any convolution\nimplementations. (2) design a novel workflow integrating proposed\nschemes obtain detection/correction limited total\nruntime overhead. (3) perform evaluation using ImageNet well-known\nCNN models including AlexNet, VGG-19, ResNet-18, YOLOv2. Experimental\nresults demonstrate that implementation can handle very\nlimited overhead (4%~8% both error-free error-injected\nsituations).\n","Convolutional neural networks (CNNs) are becoming more and important for\nsolving challenging critical problems in many fields. CNN inference\napplications have been deployed safety-critical systems, which may suffer\nfrom soft errors caused by high-energy particles, high temperature, or abnormal\nvoltage. Of importance is ensuring the stability of inference\nprocess against errors. Traditional fault tolerance methods not\nsuitable for inference because error-correcting code unable to protect\ncomputational components, instruction duplication techniques incur high\noverhead, existing algorithm-based (ABFT) cannot\nprotect all convolution implementations. In this paper, we focus on how to\nprotect process as efficiently as\npossible, with following three contributions. (1) We propose several\nsystematic ABFT schemes based checksum analyze their fault\nprotection ability runtime thoroughly.Unlike traditional on\nmatrix-matrix multiplication, our support any convolution\nimplementations. (2) design a novel workflow integrating proposed\nschemes obtain detection/correction limited total\nruntime overhead. (3) perform evaluation using ImageNet well-known\nCNN models including AlexNet, VGG-19, ResNet-18, YOLOv2. Experimental\nresults demonstrate that implementation can handle very\nlimited overhead (4%~8% both error-free error-injected\nsituations).\n Algorithm-Based Fault Tolerance for Convolutional Neural Networks",2020,12,paper,Computer science,NaN
Understanding the adoption and willingness to pay for internet of things services,"Abstract Internet of Things (IOT) involves devices that can interact with one another by connecting to the internet and sending information, ultimately improving human lives. This research is first in literature seeks understand variables influence consumer adoption IOT products offered as services against a monthly premium. The value dimensions on its willingness pay premium was studied. A sample consisting 1623 responses collected through an online survey analysed using partial least squares structural equation modelling. moderating role age groups, gender income levels also analysed. Out prediction overfitting model were used assess predictive validity both for full data set across groups PLS Predict. Perceived playfulness, personal innovativeness convenience most significant affecting attitude intention use services. Attitude mediated relationships model. Moderation analysis demographic gender, revealed differences strengths Predictive assessment showed high power outside selected sample. results help marketers segment design business strategies expedite diffusion technology market. need shift B2C market from product‐centric product‐as‐a‐service maximize consumers thus proposed.","Abstract Internet of Things (IOT) involves devices that can interact with one another by connecting to the internet and sending information, ultimately improving human lives. This research is first in literature seeks understand variables influence consumer adoption IOT products offered as services against a monthly premium. The value dimensions on its willingness pay premium was studied. A sample consisting 1623 responses collected through an online survey analysed using partial least squares structural equation modelling. moderating role age groups, gender income levels also analysed. Out prediction overfitting model were used assess predictive validity both for full data set across groups PLS Predict. Perceived playfulness, personal innovativeness convenience most significant affecting attitude intention use services. Attitude mediated relationships model. Moderation analysis demographic gender, revealed differences strengths Predictive assessment showed high power outside selected sample. results help marketers segment design business strategies expedite diffusion technology market. need shift B2C market from product‐centric product‐as‐a‐service maximize consumers thus proposed. Understanding the adoption and willingness to pay for internet of things services",2020,12,paper,Moderation,NaN
A Review of Human Mobility Research Based on Big Data and Its Implication for Smart City Development,"Along with the increase of big data and advancement technologies, comprehensive data-driven knowledge urban systems is becoming more attainable, yet connection between big-data research its application e.g., in smart city development, not clearly articulated. Focusing on Human Mobility, one most frequently investigated applications analytics, a framework for linking international academic city-level management policy was established applied to case Hong Kong. Literature regarding human mobility using are reviewed. These studies contribute (1) discovering spatial-temporal phenomenon, (2) identifying difference behaviour or spatial attributes, (3) explaining dynamic mobility, (4) applying management. Then, development scrutinised based email queries various governmental departments The identified challenges include isolation, unavailability, gaming costs quality data, limited derived from rich as well estrangement public private sectors. With further improvement practical value analytics utilization sourced multiple sectors, paths achieve smarter cities policymaking perspectives highlighted.","Along with the increase of big data and advancement technologies, comprehensive data-driven knowledge urban systems is becoming more attainable, yet connection between big-data research its application e.g., in smart city development, not clearly articulated. Focusing on Human Mobility, one most frequently investigated applications analytics, a framework for linking international academic city-level management policy was established applied to case Hong Kong. Literature regarding human mobility using are reviewed. These studies contribute (1) discovering spatial-temporal phenomenon, (2) identifying difference behaviour or spatial attributes, (3) explaining dynamic mobility, (4) applying management. Then, development scrutinised based email queries various governmental departments The identified challenges include isolation, unavailability, gaming costs quality data, limited derived from rich as well estrangement public private sectors. With further improvement practical value analytics utilization sourced multiple sectors, paths achieve smarter cities policymaking perspectives highlighted. A Review of Human Mobility Research Based on Big Data and Its Implication for Smart City Development",2020,12,paper,Big data,NaN
Blockchain-Based Key Management for Heterogeneous Flying Ad Hoc Network,"Unmanned aerial vehicle (UAV) is recognized as one of the best sensing tools for gathering data in industrial Internet things sector. Besides, flying ad hoc network (FANET) with multiple drones shows significant advantages complicated task performing large area. However, an important part communication security, key management FANET currently depends heavily on base station or infrastructures, which may easily become attack target increase overheads drones. Therefore, we propose a blockchain-based distributed scheme heterogeneous this article, based can autonomously distribute cluster keys, update their public/private pairs, migrate between clusters, and revoke malicious UAVs secure way. Security analysis performance evaluation prove that our resist against variety external internal attacks, guarantee lightweight energy consumption ordinary network.","Unmanned aerial vehicle (UAV) is recognized as one of the best sensing tools for gathering data in industrial Internet things sector. Besides, flying ad hoc network (FANET) with multiple drones shows significant advantages complicated task performing large area. However, an important part communication security, key management FANET currently depends heavily on base station or infrastructures, which may easily become attack target increase overheads drones. Therefore, we propose a blockchain-based distributed scheme heterogeneous this article, based can autonomously distribute cluster keys, update their public/private pairs, migrate between clusters, and revoke malicious UAVs secure way. Security analysis performance evaluation prove that our resist against variety external internal attacks, guarantee lightweight energy consumption ordinary network. Blockchain-Based Key Management for Heterogeneous Flying Ad Hoc Network",2020,12,paper,Drone,NaN
Detection of impurities in wheat using terahertz spectral imaging and convolutional neural networks,,,2020,12,paper,Convolutional neural network,NaN
Data-Driven Descriptor Engineering and Refined Scaling Relations for Predicting Transition Metal Oxide Reactivity,"Computational screening of metal oxide catalysts is challenging due to their more localized and intricate electronic structure as compared the resulting lack suitable activity descriptors replace expensive density functional theory (DFT) calculations. By using a compressed sensing approach, we here identify in form algebraic expressions surface-derived features for predicting adsorption enthalpies oxygen evolution reaction (OER) intermediates at doped RuO2 IrO2 electrocatalysts. Our significantly outperform previously highlighted single both terms accuracy computational cost. Compared standard scaling relations that employ enthalpy unique reactivity descriptor, our analysis reveals consideration related local charge transfer leads improved refined relations. These allow us screen OER electrocatalysts with an uncertainty theoretical overpotential similar expected intrinsic DFT error 0.2 V.","Computational screening of metal oxide catalysts is challenging due to their more localized and intricate electronic structure as compared the resulting lack suitable activity descriptors replace expensive density functional theory (DFT) calculations. By using a compressed sensing approach, we here identify in form algebraic expressions surface-derived features for predicting adsorption enthalpies oxygen evolution reaction (OER) intermediates at doped RuO2 IrO2 electrocatalysts. Our significantly outperform previously highlighted single both terms accuracy computational cost. Compared standard scaling relations that employ enthalpy unique reactivity descriptor, our analysis reveals consideration related local charge transfer leads improved refined relations. These allow us screen OER electrocatalysts with an uncertainty theoretical overpotential similar expected intrinsic DFT error 0.2 V. Data-Driven Descriptor Engineering and Refined Scaling Relations for Predicting Transition Metal Oxide Reactivity",2020,12,paper,Overpotential,NaN
Online State-of-Health Estimation for Second-Use Lithium-Ion Batteries Based on Weighted Least Squares Support Vector Machine,"Online state-of-health (SOH) estimation is critical for second-use retired lithium-ion batteries. However, the SOH of batteries highly nonlinear, and existing degradation trend data are limited. Consequently, achieving accurate effective remains a challenge. To address above problem, an online based on weighted least squares support vector machine (WLS-SVM) proposed in this paper. In work, health features (HFs) first extracted from partial charging curves batteries, Pearson correlation coefficient applied to select important HFs that strongly correlated SOH. These selected used as model inputs characterizing aging procedure battery effectively. Then, enhance accuracy robustness estimation, standard (SVM) improved by weighting function linear equations. Last, conducted using test sets with different materials under conditions. The results show compared most popular methods, such back-propagation neural network (BPNN)-based method, Gaussian process regression (GPR)-based SVM-based performance WLS-SVM-based method superior. root mean square error (RMSE) all cells less than 1.85% at paths levels, whereas RMSEs BPNN-based GPR-based within 3.6%, 5.7%, 7.6%, respectively. can thus provide robust estimation.","Online state-of-health (SOH) estimation is critical for second-use retired lithium-ion batteries. However, the SOH of batteries highly nonlinear, and existing degradation trend data are limited. Consequently, achieving accurate effective remains a challenge. To address above problem, an online based on weighted least squares support vector machine (WLS-SVM) proposed in this paper. In work, health features (HFs) first extracted from partial charging curves batteries, Pearson correlation coefficient applied to select important HFs that strongly correlated SOH. These selected used as model inputs characterizing aging procedure battery effectively. Then, enhance accuracy robustness estimation, standard (SVM) improved by weighting function linear equations. Last, conducted using test sets with different materials under conditions. The results show compared most popular methods, such back-propagation neural network (BPNN)-based method, Gaussian process regression (GPR)-based SVM-based performance WLS-SVM-based method superior. root mean square error (RMSE) all cells less than 1.85% at paths levels, whereas RMSEs BPNN-based GPR-based within 3.6%, 5.7%, 7.6%, respectively. can thus provide robust estimation. Online State-of-Health Estimation for Second-Use Lithium-Ion Batteries Based on Weighted Least Squares Support Vector Machine",2020,12,paper,Support vector machine,NaN
Short-term wind power forecasting by stacked recurrent neural networks with parametric sine activation function,,,2020,12,paper,Wind power,NaN
Axillary lymph node metastasis status prediction of early-stage breast cancer using convolutional neural networks,,,2020,12,paper,Convolutional neural network,NaN
Few-Shot Classification of Aerial Scene Images via Meta-Learning,"Convolutional neural network (CNN) based methods have dominated the field of aerial scene classification for past few years. While achieving remarkable success, CNN-based suffer from excessive parameters and notoriously rely on large amounts training data. In this work, we introduce few-shot learning to problem. Few-shot aims learn a model base-set that can quickly adapt unseen categories in novel-set, using only labeled samples. To end, proposed meta-learning method images. First, train feature extractor all base representation inputs. Then meta-training stage, classifier is optimized metric space by cosine distance with learnable scale parameter. At last, meta-testing query sample category predicted adapted given support We conduct extensive experiments two challenging datasets: NWPU-RESISC45 RSD46-WHU. The experimental results show our yields state-of-the-art performance. Furthermore, several ablation are conducted investigate effects dataset scale, impact different metrics number shots; experiment confirm specifically effective settings.","Convolutional neural network (CNN) based methods have dominated the field of aerial scene classification for past few years. While achieving remarkable success, CNN-based suffer from excessive parameters and notoriously rely on large amounts training data. In this work, we introduce few-shot learning to problem. Few-shot aims learn a model base-set that can quickly adapt unseen categories in novel-set, using only labeled samples. To end, proposed meta-learning method images. First, train feature extractor all base representation inputs. Then meta-training stage, classifier is optimized metric space by cosine distance with learnable scale parameter. At last, meta-testing query sample category predicted adapted given support We conduct extensive experiments two challenging datasets: NWPU-RESISC45 RSD46-WHU. The experimental results show our yields state-of-the-art performance. Furthermore, several ablation are conducted investigate effects dataset scale, impact different metrics number shots; experiment confirm specifically effective settings. Few-Shot Classification of Aerial Scene Images via Meta-Learning",2020,12,paper,Computer science,NaN
Deep‐Learning‐Based Inverse Modeling Approaches: A Subsurface Flow Example,"Abstract Deep‐learning has achieved good performance and demonstrated great potential for solving forward inverse problems. In this work, two categories of innovative deep‐learning‐based modeling methods are proposed compared. The first category is deep‐learning surrogate‐based inversion methods, in which the Theory‐guided Neural Network (TgNN) constructed as a surrogate problems with uncertain model parameters. By incorporating physical laws other constraints, TgNN can be limited simulation runs accelerate process significantly. Three proposed, including gradient method, Iterative Ensemble Smoother training method. second direct‐deep‐learning‐inversion constrained geostatistical information, named TgNN‐geo, framework direct modeling. neural networks introduced to approximate random parameters solution, respectively. order honor prior information parameters, network approximating trained by using observed or generated realizations. Then, minimizing loss function estimation approximation solution simultaneously obtained. Since incorporated, direct‐inversion method based on TgNN‐geo works well, even cases sparse spatial measurements imprecise statistics. Although general nature, thus applicable wide variety problems, they tested several subsurface flow It found that satisfactory results obtained high efficiency. Moreover, both advantages disadvantages further analyzed methods.","Abstract Deep‐learning has achieved good performance and demonstrated great potential for solving forward inverse problems. In this work, two categories of innovative deep‐learning‐based modeling methods are proposed compared. The first category is deep‐learning surrogate‐based inversion methods, in which the Theory‐guided Neural Network (TgNN) constructed as a surrogate problems with uncertain model parameters. By incorporating physical laws other constraints, TgNN can be limited simulation runs accelerate process significantly. Three proposed, including gradient method, Iterative Ensemble Smoother training method. second direct‐deep‐learning‐inversion constrained geostatistical information, named TgNN‐geo, framework direct modeling. neural networks introduced to approximate random parameters solution, respectively. order honor prior information parameters, network approximating trained by using observed or generated realizations. Then, minimizing loss function estimation approximation solution simultaneously obtained. Since incorporated, direct‐inversion method based on TgNN‐geo works well, even cases sparse spatial measurements imprecise statistics. Although general nature, thus applicable wide variety problems, they tested several subsurface flow It found that satisfactory results obtained high efficiency. Moreover, both advantages disadvantages further analyzed methods. Deep‐Learning‐Based Inverse Modeling Approaches: A Subsurface Flow Example",2020,12,paper,,NaN
Covid-19 detection in chest X-ray through random forest classifier using a hybridization of deep CNN and DWT optimized features,"Chest X-ray image contains sufficient information that finds wide-spread applications in diverse disease diagnosis and decision making to assist the medical experts. This paper has proposed an intelligent approach detect Covid-19 from chest using hybridization of deep convolutional neural network (CNN) discrete wavelet transform (DWT) features. At first, is enhanced segmented through preprocessing tasks, then CNN DWT features are extracted. The optimum extracted these hybridized minimum redundancy maximum relevance (mRMR) along with recursive feature elimination (RFE). Finally, random forest-based bagging used for doing detection task. An extensive experiment performed, results confirm our gives satisfactory performance compare existing methods overall accuracy more than 98.5%.","Chest X-ray image contains sufficient information that finds wide-spread applications in diverse disease diagnosis and decision making to assist the medical experts. This paper has proposed an intelligent approach detect Covid-19 from chest using hybridization of deep convolutional neural network (CNN) discrete wavelet transform (DWT) features. At first, is enhanced segmented through preprocessing tasks, then CNN DWT features are extracted. The optimum extracted these hybridized minimum redundancy maximum relevance (mRMR) along with recursive feature elimination (RFE). Finally, random forest-based bagging used for doing detection task. An extensive experiment performed, results confirm our gives satisfactory performance compare existing methods overall accuracy more than 98.5%. Covid-19 detection in chest X-ray through random forest classifier using a hybridization of deep CNN and DWT optimized features",2020,12,paper,Random forest,NaN
Generative Adversarial Networks: A Literature Review,"The Generative Adversarial Networks, as one of the most creative deep learning models in recent years, has achieved great success computer vision and natural language processing.It uses game theory to generate best sample generator discriminator.Recently, many have been applied security field.Along with idea ""generative"" ""adversarial"", researchers are trying apply Networks field.This paper presents development Networks.We review traditional generation typical models, analyze application their processing vision.To emphasize that feasible be used security, we separately contributions defenses information cyber artificial intelligence security.Finally, drawing on reviewed literature, provide a broader outlook this research direction.","The Generative Adversarial Networks, as one of the most creative deep learning models in recent years, has achieved great success computer vision and natural language processing.It uses game theory to generate best sample generator discriminator.Recently, many have been applied security field.Along with idea ""generative"" ""adversarial"", researchers are trying apply Networks field.This paper presents development Networks.We review traditional generation typical models, analyze application their processing vision.To emphasize that feasible be used security, we separately contributions defenses information cyber artificial intelligence security.Finally, drawing on reviewed literature, provide a broader outlook this research direction. Generative Adversarial Networks: A Literature Review",2020,12,paper,Computer science,NaN
Stabilization of Finite-Energy Gottesman-Kitaev-Preskill States,"We introduce a new approach to Gottesman-Kitaev-Preskill (GKP) states that treats their finite-energy version in an exact manner. Based on this analysis, we develop qubit-oscillator circuits autonomously stabilize GKP manifold, correcting errors without relying qubit measurements. Finally, show numerically logical information encoded is very robust against typical oscillator noise sources when stabilized by these circuits.","We introduce a new approach to Gottesman-Kitaev-Preskill (GKP) states that treats their finite-energy version in an exact manner. Based on this analysis, we develop qubit-oscillator circuits autonomously stabilize GKP manifold, correcting errors without relying qubit measurements. Finally, show numerically logical information encoded is very robust against typical oscillator noise sources when stabilized by these circuits. Stabilization of Finite-Energy Gottesman-Kitaev-Preskill States",2020,12,paper,Qubit,NaN
Combining Deep Semantic Segmentation Network and Graph Convolutional Neural Network for Semantic Segmentation of Remote Sensing Imagery,"Although the deep semantic segmentation network (DSSN) has been widely used in remote sensing (RS) image segmentation, it still does not fully mind spatial relationship cues between objects when extracting visual features through convolutional filters and pooling layers. In fact, distribution from different classes a strong correlation characteristic. For example, buildings tend to be close roads. view of appearance extraction ability DSSN powerful topological modeling capability graph neural (GCN), DSSN-GCN framework, which combines advantages GCN, is proposed this paper for RS segmentation. To lift ability, proposes new called attention residual U-shaped (AttResUNet), leverages blocks encode feature maps module refine features. As far as built, where nodes are denoted by superpixels weight calculated considering spectral information nodes. The AttResUNet trained extract high-level initialize Then GCN relationships conduct classification. It worth noting that usage knowledge boosts performance robustness classification module. addition, benefiting on superpixel level, boundaries restored certain extent there less pixel-level noises final result. Extensive experiments two publicly open datasets show model outperforms competitive baseline (i.e., model) adopting achieves best performance, demonstrates advance our method.","Although the deep semantic segmentation network (DSSN) has been widely used in remote sensing (RS) image segmentation, it still does not fully mind spatial relationship cues between objects when extracting visual features through convolutional filters and pooling layers. In fact, distribution from different classes a strong correlation characteristic. For example, buildings tend to be close roads. view of appearance extraction ability DSSN powerful topological modeling capability graph neural (GCN), DSSN-GCN framework, which combines advantages GCN, is proposed this paper for RS segmentation. To lift ability, proposes new called attention residual U-shaped (AttResUNet), leverages blocks encode feature maps module refine features. As far as built, where nodes are denoted by superpixels weight calculated considering spectral information nodes. The AttResUNet trained extract high-level initialize Then GCN relationships conduct classification. It worth noting that usage knowledge boosts performance robustness classification module. addition, benefiting on superpixel level, boundaries restored certain extent there less pixel-level noises final result. Extensive experiments two publicly open datasets show model outperforms competitive baseline (i.e., model) adopting achieves best performance, demonstrates advance our method. Combining Deep Semantic Segmentation Network and Graph Convolutional Neural Network for Semantic Segmentation of Remote Sensing Imagery",2020,12,paper,Computer science,NaN
Hybridization of artificial intelligence models with nature inspired optimization algorithms for lake water level prediction and uncertainty analysis,,,2020,12,paper,Optimization algorithm,NaN
Detection of reduction-of-quality DDoS attacks using Fuzzy Logic and machine learning algorithms,,,2020,12,paper,Computer science,NaN
Deep Reinforcement Learning Based Massive Access Management for Ultra-Reliable Low-Latency Communications,"With the rapid deployment of Internet Things (IoT), fifth-generation (5G) and beyond 5G networks are required to support massive access a huge number devices over limited radio spectrum radio. In wireless networks, different have various quality-of-service (QoS) requirements, ranging from ultra-reliable low latency communications (URLLC) high transmission data rates. this context, we present joint energy-efficient subchannel assignment power control approach manage requests while maximizing network energy efficiency (EE) guaranteeing QoS requirements. The constraint is transformed into rate which makes optimization problem tractable before modelling it as multi-agent reinforcement learning problem. A distributed cooperative based on deep (DRL) proposed address meeting both reliability constraints URLLC services in scenario. addition, transfer mechanisms employed enable communication links work cooperatively manner, enhances performance success probability. Simulation results clearly show that outperforms other existing approaches terms EE improving probability","With the rapid deployment of Internet Things (IoT), fifth-generation (5G) and beyond 5G networks are required to support massive access a huge number devices over limited radio spectrum radio. In wireless networks, different have various quality-of-service (QoS) requirements, ranging from ultra-reliable low latency communications (URLLC) high transmission data rates. this context, we present joint energy-efficient subchannel assignment power control approach manage requests while maximizing network energy efficiency (EE) guaranteeing QoS requirements. The constraint is transformed into rate which makes optimization problem tractable before modelling it as multi-agent reinforcement learning problem. A distributed cooperative based on deep (DRL) proposed address meeting both reliability constraints URLLC services in scenario. addition, transfer mechanisms employed enable communication links work cooperatively manner, enhances performance success probability. Simulation results clearly show that outperforms other existing approaches terms EE improving probability Deep Reinforcement Learning Based Massive Access Management for Ultra-Reliable Low-Latency Communications",2020,12,paper,Reinforcement learning,NaN
"Energy, Economic, Environment (3E) analysis of WT-PV-Battery autonomous hybrid power plants in climatically varying regions",,,2020,12,paper,Renewable energy,NaN
PotNet: Pothole detection for autonomous vehicle system using convolutional neural network,"Abstract Advancement in vision‐based techniques has enabled the autonomous vehicle system (AVS) to understand driving scene depth. The capability of scene, and detecting specific object depends on strong feature representation such objects. However, pothole objects are difficult identify due their non‐uniform structure challenging, dynamic road environments. Existing approaches have shown limited performance for precise detection potholes. study potholes, intelligent behaviour is little explored existing articles. Hence, here, an improved prototype model, which not only truly capable potholes but also shows its when any detected, proposed. developed using a convolutional neural network with vision camera explore, validates potential, autonomy prepared environment. experimental analysis proposed model various measures obtained accuracy, sensitivity, F‐measure 99.02%, 99.03%, 98.33%, respectively, comparable available state‐of‐art techniques.","Abstract Advancement in vision‐based techniques has enabled the autonomous vehicle system (AVS) to understand driving scene depth. The capability of scene, and detecting specific object depends on strong feature representation such objects. However, pothole objects are difficult identify due their non‐uniform structure challenging, dynamic road environments. Existing approaches have shown limited performance for precise detection potholes. study potholes, intelligent behaviour is little explored existing articles. Hence, here, an improved prototype model, which not only truly capable potholes but also shows its when any detected, proposed. developed using a convolutional neural network with vision camera explore, validates potential, autonomy prepared environment. experimental analysis proposed model various measures obtained accuracy, sensitivity, F‐measure 99.02%, 99.03%, 98.33%, respectively, comparable available state‐of‐art techniques. PotNet: Pothole detection for autonomous vehicle system using convolutional neural network",2020,12,paper,Pothole (geology),NaN
A Review of Metaheuristic Techniques for Optimal Integration of Electrical Units in Distribution Networks,"The optimal integration of electrical units, such as distributed generation power electronic devices, and electric vehicles, is a significant development smart grids. This has effectively transformed the traditional grid system, promising numerous advantages for economic values autonomous energy source control. In grids development, metaheuristic algorithms are one optimization that have been applied extensively to mitigate accompanying problems voltage instability, loss, high installation cost. paper presents comprehensive review techniques units in distribution networks, considering different phases process. These include approaches handling crucial objective functions methods units. shows need more research on developing efficient effective multiple functions.","The optimal integration of electrical units, such as distributed generation power electronic devices, and electric vehicles, is a significant development smart grids. This has effectively transformed the traditional grid system, promising numerous advantages for economic values autonomous energy source control. In grids development, metaheuristic algorithms are one optimization that have been applied extensively to mitigate accompanying problems voltage instability, loss, high installation cost. paper presents comprehensive review techniques units in distribution networks, considering different phases process. These include approaches handling crucial objective functions methods units. shows need more research on developing efficient effective multiple functions. A Review of Metaheuristic Techniques for Optimal Integration of Electrical Units in Distribution Networks",2020,12,paper,Metaheuristic,NaN
A Cloud-Based IoT Platform for Precision Control of Soilless Greenhouse Cultivation,"Food security has become an increasingly important challenge for all countries globally, particularly as the world population continues to grow and arable lands are diminishing due urbanization. Water scarcity lack of labor add extra negative influence on traditional agriculture food production. The problem is getting worse in with arid harsh climate, which exacerbates gap these countries. Therefore, smart practical solutions promote cultivation combat production challenges highly needed. As a controllable environment, greenhouses perfect environment improve crops’ quality climate regions. Monitoring controlling greenhouse microclimate real where growers have deal various parameters ensure optimal growth crops. This paper shows our research we established multi-tier cloud-based Internet Things (IoT) platform enhance microclimate. case study, applied IoT cucumber soilless medium inside commercial-sized greenhouse. connected sensors, controllers, actuators placed provide long-distance communication monitor, control, manage implemented increased yield enhanced its quality. Moreover, improved water use efficiency decreased consumption electrical energy. Based positive impact enhancement fruit quality, seems quite suitable","Food security has become an increasingly important challenge for all countries globally, particularly as the world population continues to grow and arable lands are diminishing due urbanization. Water scarcity lack of labor add extra negative influence on traditional agriculture food production. The problem is getting worse in with arid harsh climate, which exacerbates gap these countries. Therefore, smart practical solutions promote cultivation combat production challenges highly needed. As a controllable environment, greenhouses perfect environment improve crops’ quality climate regions. Monitoring controlling greenhouse microclimate real where growers have deal various parameters ensure optimal growth crops. This paper shows our research we established multi-tier cloud-based Internet Things (IoT) platform enhance microclimate. case study, applied IoT cucumber soilless medium inside commercial-sized greenhouse. connected sensors, controllers, actuators placed provide long-distance communication monitor, control, manage implemented increased yield enhanced its quality. Moreover, improved water use efficiency decreased consumption electrical energy. Based positive impact enhancement fruit quality, seems quite suitable A Cloud-Based IoT Platform for Precision Control of Soilless Greenhouse Cultivation",2020,12,paper,Greenhouse,NaN
Big Data Analysis of Korean Travelers’ Behavior in the Post-COVID-19 Era,"Due to the spread of COVID-19 worldwide in 2020, tourism industry is facing a calamitous crisis as migration and travel between countries has been restricted. The purpose this study explore changes Korean behavior after COVID-19. social media data was collected from World Health Organization’s declaration public health emergency international concern, January August summer vacation season. Keywords were extracted via text mining, current perspectives Koreans concerning that manifest content analysis investigated. In addition, UCINET 6 used visualize related words by conducting centrality analysis, CONCOR (CONvergent CORrelation) semantic system network analysis. showed tourists have increased their preference for domestic travel, interest government subsidies. also greater eco-trips gourmet trips. Although limited Korea, it can be regional strategy.","Due to the spread of COVID-19 worldwide in 2020, tourism industry is facing a calamitous crisis as migration and travel between countries has been restricted. The purpose this study explore changes Korean behavior after COVID-19. social media data was collected from World Health Organization’s declaration public health emergency international concern, January August summer vacation season. Keywords were extracted via text mining, current perspectives Koreans concerning that manifest content analysis investigated. In addition, UCINET 6 used visualize related words by conducting centrality analysis, CONCOR (CONvergent CORrelation) semantic system network analysis. showed tourists have increased their preference for domestic travel, interest government subsidies. also greater eco-trips gourmet trips. Although limited Korea, it can be regional strategy. Big Data Analysis of Korean Travelers’ Behavior in the Post-COVID-19 Era",2020,12,paper,TRIPS architecture,NaN
Quantification of water inflow in rock tunnel faces via convolutional neural network approach,,,2020,12,paper,Inflow,NaN
Computer-Aided Diagnosis of Alzheimer’s Disease through Weak Supervision Deep Learning Framework with Attention Mechanism,"Alzheimer’s disease (AD) is the most prevalent neurodegenerative causing dementia and poses significant health risks to middle-aged elderly people. Brain magnetic resonance imaging (MRI) widely used diagnostic method for AD. However, it challenging collect sufficient brain data with high-quality annotations. Weakly supervised learning (WSL) a machine technique aimed at effective feature representation from limited or low-quality In this paper, we propose WSL-based deep (DL) framework (ADGNET) consisting of backbone network an attention mechanism task simultaneous image classification reconstruction identify classify AD using The ADGNET achieves excellent performance based on six evaluation metrics (Kappa, sensitivity, specificity, precision, accuracy, F1-score) two MRI datasets (2D 3D data) fine-tuning only 20% labels both datasets. has F1-score 99.61% sensitivity 99.69%, outperforming state-of-the-art models (ResNext WSL SimCLR). proposed represents potential computer-aided diagnosis in clinical practice.","Alzheimer’s disease (AD) is the most prevalent neurodegenerative causing dementia and poses significant health risks to middle-aged elderly people. Brain magnetic resonance imaging (MRI) widely used diagnostic method for AD. However, it challenging collect sufficient brain data with high-quality annotations. Weakly supervised learning (WSL) a machine technique aimed at effective feature representation from limited or low-quality In this paper, we propose WSL-based deep (DL) framework (ADGNET) consisting of backbone network an attention mechanism task simultaneous image classification reconstruction identify classify AD using The ADGNET achieves excellent performance based on six evaluation metrics (Kappa, sensitivity, specificity, precision, accuracy, F1-score) two MRI datasets (2D 3D data) fine-tuning only 20% labels both datasets. has F1-score 99.61% sensitivity 99.69%, outperforming state-of-the-art models (ResNext WSL SimCLR). proposed represents potential computer-aided diagnosis in clinical practice. Computer-Aided Diagnosis of Alzheimer’s Disease through Weak Supervision Deep Learning Framework with Attention Mechanism",2020,12,paper,Artificial intelligence,NaN
